query,ground,type,result,correct
逗号、句号组成的序列，后面接两个名词，每个名词后面可接一个或两个由逗号、句号组成的序列,[，+。]p+n+n[，+。],4,[， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d d [， 。]d,
终于v作为动词，后面接逗号或句号,终于v+[，+。],4,终于v[，+。],
w后接一系列包含q， r， d， c， v， a， n， m， p的词串，词串后接w,w暗.明[q r d c v a  n m  p]w,4,w害.利[q+r+d+c+v+a++n+m++p]w,
不觉后接a， n， r组成的词串，词串后接逗号或句点,不觉v[v a n r][， 。],4,不觉v[v+a+n+r][，+。],
极度后接形容词或动词或名词，后接逗号或句点,极度v[v a n r][， 。],4,极度v[v+a+n+r][，+。],
哭、遇到、挑、用、签、拜的单个词,[哭 遇到 挑 用 签 拜]个,4,哭+遇到/v+挑+用+签+拜,
或许、或者、及早的组合，后接疑问词或名词，后接逗号或句点,[或许 或者 及早]v[q m ]n[， 。],4,[或许+或者+及早]v[q+m+]n[，+。],
由'务必'后接动词、形容词等，中间可能有逗号或句点的句子,务必v a[， 。],4,务必v+a[，+。],
由'从头'后接动词，中间可能有逗号或句点的句子,从头d v[， 。],4,从头d+v[，+。],
由'只好'后接动词、形容词等，中间可能有逗号或句点的句子,只好v a[， 。],4,只好v+a[，+。],
由'大多'后接动词，中间可能有逗号或句点的句子,大多d v[， 。],4,大多d+v[，+。],
时刻之后接形容词、名词，句尾句点或句尾符号,时刻d a[， 。],4,时刻d+n[，+。],
动词之后接到、动词，句尾句点或句尾符号,v到r v[， 。],4,v到r[，+。],
默默之后接形容词、动词，句尾句点或句尾符号,默默d v[， 。],4,默默v+a[，+。],
动词酌情后接助词，助词后接逗号或句号,酌情v u[， 。],4,酌情v+u[，+。],
动词马上后接动词，动词后接逗号或句号,马上v v[， 。],4,马上v+v[，+。],
动词顺便后接名词，名词后接逗号或句号,顺便v n[， 。],4,顺便v+n[，+。],
副词一连后接逗号或句号,一连a[， 。],4,一连a[，+。],
极度+逗号或句号+动词+形容词+名词,极度[v a n r][， 。],4,极度v[v+a+n+r][，+。],
的+助词+量词+名词+逗号或句号,的r q n[， 。],4,的r+q+n[，+。],
照例+动词+形容词+名词+动词+逗号或句号,照例v[v a n r][， 。],4,照例v[v+a+n+r][，+。],
早已+长年+长期+动词+形容词+名词+动词+逗号或句号,[早已 长年 长期][v a n r][， 。],4,[早已+长年+长期][v+a+n+r][，+。],
重新后面接y，后跟句号,重新v y[， 。],4,重新v+y[，+。],
分别后面接名词，最后只跟逗号或句号,分别d n[， 。],4,分别v n[， 。],
不后接动词、形容词或名词的句子,不无[a v n],4,不[v a n r][， 。],
凡是、反倒、反而后接疑问词、助词、名词，句尾为逗号或句号的句子,[凡是 反倒 反而]v[q m ]n[， 。],4,[凡是+反倒+反而]v[q+m+]n[，+。],
定期后接语气词，句尾为逗号或句号的句子,定期v y[， 。],4,定期v+y[，+。],
如后接名词、动词、动名词、形容词、名词、地名、机构团体名、其他专名、形容词，序列后接a,如[n v vn an nr ns nt nz r]a,4,如[n v vn an nr vr d c r ns nz rs m s]a,
就是动词后可能接逗号或句号,就是v[， 。],4,就是v[，+。],1
时刻后接a，a后可能接逗号或句号,时刻a[， 。],4,时刻a[，+。],1
"动词""直到""后紧跟着动词或形容词，最后是逗号或句号",直到v y[， 。],4,直到v+y[，+。],
"动词""一一""后紧跟着形容词、动词、名词和形容词，最后是逗号或句号",一一[v a n r][， 。],4,一一[v+a+n+r][，+。],
"形容词""容易""后紧跟着逗号或句号",容易a[， 。],4,容易a[，+。],
组合X接动词，动词后接'力',[X  V]力,4,[X+V]力,
被接动词，动词后接逗号或句号,被v停[， 。],4,被v穷[，+。],
w接松紧组合，松紧组合由多个词构成，每个词接w,w松.紧[q r d c v a  n m  p]w,4,w松.紧[q+r+d+c+v+a++n+m++p]w,
一连接动词，动词接名词、形容词、动词，动词后接逗号或句号,一连v[v a n r][， 。],4,一连v[v+a+n+r][，+。],
写在后接一个名词，名词属于[f+s]类,写在 n[f s],4,写在+n[f+s],
一通动词后接逗号或句点，表示动作的连续性,一通v[， 。],4,一通v[，+。],1
高度形容词后接动词，表示程度,高度d v[， 。],4,高度d+v[，+。],
比较后接名词，句尾前接逗号或句点,比较d n[， 。],4,比较d+n[，+。],
到处后接逗号或句点,到处v[， 。],4,到处v[，+。],
当面、当然、到处这些词以特定顺序组合，后接由疑问词、形容词和动词组成的复合词，句尾前接逗号或句点,[当面 当然 到处]v[q m ]v[， 。],4,[当面+当然+到处]v[q+m+]v[，+。],
由a、d、n、v、l组成的词后接人命,[a d n v  l]人命,4,[a+d+n+v++l]人命,1
觉得之后紧跟的是形容词，后接逗号或句点,觉得a[， 。],4,觉得a[，+。],1
成心之后紧跟的是动词和形容词，后接逗号或句点,成心v y[， 。],4,成心v+y[，+。],
直到之后紧跟的是动词、形容词、名词和形容词，后接逗号或句点,直到[v a n r][， 。],4,直到[v+a+n+r][，+。],
我的名词 + 空格 + 逗号或句点,我的n  [， 。],4,我的n [， 。],1
仍然副词 + 动词 + 逗号或句点,仍然d v[， 。],4,仍然d+v[，+。],1
未必动词 + 名词 + 逗号或句点,未必v n[， 。],4,未必v+n[，+。],1
终年动词后，接着形容词、名词、形容词、名词，然后一个逗号或句号,终年[v a n r][， 。],4,终年[v+a+n+r][，+。],
困在前接nt、ns、s、f、r,困在[nt ns s f r],4,困在[nt+ns+s+f+r],
逗号、加号、加号组合后的名词后接逗号、句号,[， 。]c a a [， 。],4,[，+。]c+a+a+[，+。],
动词'擅自'后紧跟逗号或句号,擅自v[， 。],4,擅自v[，+。],
动词'w才'后跟'a'属性，然后紧跟逗号或句号,w才 a[， 。],4,w才+a[，+。],
何等之后是一个动词，后面紧跟一个逗号或句号,何等d v[， 。],4,何等d+v[，+。],
逗号或句号之后是一个连词，然后是一个a或m类词，最后是一个逗号或句号,[， 。]c a m [， 。],4,[，+。]c+a+m+[，+。],
大力之后是一个动词，后面跟着y类词，最后是一个逗号或句号,大力v y[， 。],4,大力v+y[，+。],1
随后之后是一个动词，最后是一个逗号或句号,随后d v[， 。],4,随后d+v[，+。],
几乎之后动词后面离合出现逗号或句号,几乎d v[， 。],4,几乎d+v[，+。],
比之后形容词、动词、名词后面离合出现逗号或句号,比r d a[， 。],4,比r+d+a[，+。],
持续之后名词后面离合出现逗号或句号,持续n[， 。],4,持续n[，+。],
不禁之后的助词、名词、动词、形容词后面离合出现逗号或句号,不禁[v a n r][， 。],4,不禁[v+a+n+r][，+。],
原来动词 + 名词 + 全角逗号或句号,原来v n[， 。],4,原来v+n[，+。],1
一系列程度词接轻飘飘,[有点 有点儿 有些 很 非常 最]轻飘飘,4,[淡 轻 柔 薄 轻飘飘]x,
动词接姑且，后面直接跟用法或补语，最后可能有逗号或句号,姑且v u[，+。],4,姑且v u[， 。],
逗号或句号后接动词，紧跟名词，再接动词，最后是逗号或句号,[， 。]v n v[， 。],4,[， 。]v v n [， 。],
不可后接形容词或动词，最后是逗号或句号,不可d v[， 。],4,不可d+v[，+。],
由明白、上来、生出、招、托、补组成的词组后接一个词,[明白 上来 生出 招 托 补 ]个,4,[明白+上来+生出+招+托+补+]个,
成心后接形容词或动词，最后是逗号或句号,成心v a[， 。],4,成心v+a[，+。],
动词持续后面跟n，之后可以是逗号或句号,持续v n[， 。],4,持续v+n[，+。],
名词固然后面可以跟逗号或句号,固然n[， 。],4,固然n[，+。],
动词其实后面跟y,其实v y[， 。],4,其实v+y,
动词从小后面跟v、a、n、r,从小[v a n r][， 。],4,从小[v+a+n+r],
动词+名+动词，句尾可接逗号或句点,v m n[， .],4,v+m+n[，+.],
以雄.雌为结尾的句子，包含形容词、动词、名词等,w[q r d c v a  n m  p]雄.雌w,4,w[q+r+d+c+v+a++n+m++p]雄.雌w,
副词+既不，句尾可接逗号或句点,既不a[， .],4,既不a[，+.],
形容词，句尾可接逗号或句点,这个a[， .],4,那样a[， 。],
'不觉+不禁+不堪'后接动词、副词、名词、形容词，然后是逗号或句号,[不觉 不禁 不堪][v a n r][， 。],4,[不觉+不禁+不堪][v+a+n+r][，+。],
'送+叫+使+卖+画+办+讲+玩+系'组合后接'个',[送 叫 使 卖 画 办 讲 玩 系]个,4,[送+叫+使+卖+画+办+讲+玩+系]个,1
动词v后接'不过'，然后是副词和逗号或句号,不过v u[， 。],4,不过v+u[，+。],
大概后面加动词、a、n、r，且后标点符号必须是逗号或句号,大概v[v a n r][， 。],4,大概[v a n r][， 。],
一时、一同、一向后面加动词和q、m、n，且后标点符号必须是逗号或句号,[一时 一同 一向]v[q m ]n[， 。],4,[一时+一同+一向]v[q+m+]n[，+。],
被动结构，'他'执行动作后接了动词，动作后可能接逗号或句号,被他v了[， 。],4,被他v了[，+。],
模范动词后接地点词,模范[v p 地],4,模范v+w,
陆续进行动作，动作后可能接逗号或句号,陆续d v[， 。],4,陆续d+v[，+。],
重点强调执行动作，动作后可能接逗号或句号,重点v y[， 。],4,重点v+y[，+。],
